"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="2470023111699173132",="2470023111699173132","lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102070","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","卖家已发货，等待买家确认","9343443102070",="null","278.45","278.45","没有申请退款","无退款申请","2022-02-14 20:41:18","2022-02-14 20:41:23"
="2469017881496765748",="2469017881496765748","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000833","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443000833",="null","315.02","284.31","没有申请退款","无退款申请","2022-02-14 20:39:35","2022-02-14 20:39:39"
="1488238033373117572",="1488238033373117572","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004268","颜色分类：薄荷绿（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443004268",="null","315.02","315.02","没有申请退款","无退款申请","2022-02-14 20:33:20","2022-02-14 20:33:24"
="1488282026739741582",="1488282026739741582","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000369","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","交易关闭","9343443000369",="null","284.99","284.99","退款成功","284.99","2022-02-14 20:31:07","2022-02-14 20:31:11"
="1487360100535273994",="1487360100535273994","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000840","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443000840",="null","355.02","355.02","没有申请退款","无退款申请","2022-02-14 20:00:08","2022-02-14 20:00:14"
="2469934443209367865",="2469934443209367865","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443100953","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443100953",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-14 19:50:00","2022-02-14 19:50:26"
="2467836360822964814",="2467836360822964814","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002257",="null","178.60","178.60","没有申请退款","无退款申请","2022-02-14 19:35:39","2022-02-14 19:35:44"
="1488240734640356392",="1488240734640356392","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443100953","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443100953",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-14 19:35:27","2022-02-14 19:35:30"
="1488272127971558969",="1488272127971558969","lovetodream新生婴儿宝宝襁褓期睡袋夏季薄款防惊跳投降式睡姿","399.00","1","9343443007979","颜色分类：蓝色星空（春夏轻薄款）0.2TOG;长度：【尺码详询客服】S码：3.5-6kg (约1-3个月)","null","null","卖家已发货，等待买家确认","9343443007979",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-14 19:02:49","2022-02-14 19:03:09"
="2467750860349701248",="2467750860349701248","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000338","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000338",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-14 18:49:20","2022-02-14 18:49:28"
="1488173126982032295",="1488173126982032295","Love to dream 婴儿睡袋襁褓新生儿保暖睡袋防惊跳投降式睡袋","499.00","1","9343443002264","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【建议大一码】L码：8.5-11kg (约至6个月)","null","null","卖家已发货，等待买家确认","9343443002264",="null","215.08","215.08","没有申请退款","无退款申请","2022-02-14 18:13:54","2022-02-14 18:14:02"
="2469722619545051145",="2469722619545051145","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","178.58","178.58","没有申请退款","无退款申请","2022-02-14 17:57:26","2022-02-14 17:57:36"
="1488214815846918789",="1488214815846918789","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-14 17:53:18","2022-02-14 17:53:26"
="2469056762017369846",="2469056762017369846","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","136.33","136.33","没有申请退款","无退款申请","2022-02-14 17:52:07","2022-02-14 17:52:14"
="1488198795752976183",="1488198795752976183","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","交易关闭","9343443000321",="null","278.39","278.39","退款成功","278.39","2022-02-14 17:34:04","2022-02-14 17:34:09"
="2469674847741945612",="2469674847741945612","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000307","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000307",="null","247.00","247.00","没有申请退款","无退款申请","2022-02-14 17:32:59","2022-02-14 17:33:04"
="2469654255040726521",="2469654255040726521","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-14 17:21:06","2022-02-14 17:21:49"
="1487206200754329276",="1487206200754329276","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-14 16:52:11","2022-02-14 16:52:23"
="2469593955593657503",="2469593955593657503","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","285.30","285.30","没有申请退款","无退款申请","2022-02-14 16:49:53","2022-02-14 16:50:00"
="2469571887182852808",="2469571887182852808","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000857","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】XL码：11-14kg (约9-12个月)","null","null","卖家已发货，等待买家确认","9343443000857",="null","326.00","326.00","没有申请退款","无退款申请","2022-02-14 16:37:09","2022-02-14 16:37:14"
="2468903186816471453",="2468903186816471453","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002059","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443002059",="null","178.84","178.84","没有申请退款","无退款申请","2022-02-14 16:32:52","2022-02-14 16:32:56"
="2468540197356539837",="2468540197356539837","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","139.00","139.00","没有申请退款","无退款申请","2022-02-14 16:23:15","2022-02-14 16:23:19"
="2467442448574163348",="2467442448574163348","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","278.39","278.39","买家已经退货，等待卖家确认收货","0.00","2022-02-14 16:07:07","2022-02-14 16:07:16"
="1488016705158414684",="1488016705158414684","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-14 15:54:40","2022-02-14 15:55:02"
="2467345896326190763",="2467345896326190763","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000307","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000307",="null","285.09","285.09","没有申请退款","无退款申请","2022-02-14 15:11:05","2022-02-14 15:11:15"
="2468419165480852808",="2468419165480852808","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000857","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】XL码：11-14kg (约9-12个月)","null","null","交易关闭","9343443000857",="null","366.00","366.00","退款成功","366.00","2022-02-14 15:11:05","2022-02-14 15:11:09"
="1488078231828556494",="1488078231828556494","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-14 14:59:49","2022-02-14 14:59:53"
="2467324296644089565",="2467324296644089565","lovetodream婴儿宝宝独立睡眠期秋冬加厚款分腿式防踢被睡袋","589.00","1","9343443003483","颜色分类：蓝色（秋冬保暖款）2.5TOG;长度：【建议大一码】Size 1码：12-24个月","null","null","卖家已发货，等待买家确认","9343443003483",="null","201.68","201.68","没有申请退款","无退款申请","2022-02-14 14:59:48","2022-02-14 15:02:04"
="2469359487613810845",="2469359487613810845","lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102070","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","卖家已发货，等待买家确认","9343443102070",="null","309.43","309.43","没有申请退款","无退款申请","2022-02-14 14:37:33","2022-02-14 14:37:38"
="2468310121552427420",="2468310121552427420","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","153.63","153.63","卖家已经同意退款，等待买家退货","0.00","2022-02-14 14:10:43","2022-02-14 14:10:51"
="1487930377603707380",="1487930377603707380","Love to dream新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【蓝色m码暂不发货，勿拍】M码：6-8.5kg（约3-6个月）","null","null","交易关闭","9343443000376",="null","287.00","287.00","退款成功","287.00","2022-02-14 13:57:26","2022-02-14 13:59:02"
="1488021423982548480",="1488021423982548480","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000307","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000307",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-14 13:35:43","2022-02-14 13:35:47"
