"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="2469051144666880630",="2469051144666880630","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443100953","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443100953",="null","281.31","281.31","没有申请退款","无退款申请","2022-02-15 14:12:54","2022-02-15 14:35:15"
="1488838983091416375",="1488838983091416375","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","229.86","229.86","没有申请退款","无退款申请","2022-02-15 14:07:57","2022-02-15 14:08:05"
="1488733429297868475",="1488733429297868475","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443004787","颜色分类：灰色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443004787",="null","136.28","136.28","没有申请退款","无退款申请","2022-02-15 14:02:24","2022-02-15 14:02:30"
="2470081213431991811",="2470081213431991811","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","178.11","178.11","没有申请退款","无退款申请","2022-02-15 14:02:04","2022-02-15 14:02:07"
="1488774002825976183",="1488774002825976183","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-15 13:51:23","2022-02-15 13:51:27"
="1487864316413416375",="1487864316413416375","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","交易关闭","9343443000321",="null","251.03","251.03","退款成功","251.03","2022-02-15 13:37:56","2022-02-15 13:38:04"
="2468991708410445138",="2468991708410445138","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","251.22","251.22","没有申请退款","无退款申请","2022-02-15 13:37:23","2022-02-15 13:37:30"
="1487859960433565593",="1487859960433565593","【暖春价】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004268","颜色分类：薄荷绿（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443004268",="null","296.00","296.00","没有申请退款","无退款申请","2022-02-15 13:32:33","2022-02-15 13:32:37"
="1488698113510948867",="1488698113510948867","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","254.87","254.87","没有申请退款","无退款申请","2022-02-15 13:16:30","2022-02-15 13:16:46"
="1488689725665432585",="1488689725665432585","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-15 13:07:04","2022-02-15 13:07:15"
="2470269170499038221",="2470269170499038221","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","285.36","285.36","没有申请退款","无退款申请","2022-02-15 12:42:10","2022-02-15 12:42:18"
="2469878353405826209",="2469878353405826209","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","155.78","155.78","没有申请退款","无退款申请","2022-02-15 12:11:07","2022-02-15 12:11:15"
="2468788128929938813",="2468788128929938813","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443100953","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443100953",="null","250.24","250.24","没有申请退款","无退款申请","2022-02-15 11:56:26","2022-02-15 11:56:29"
="1488697827617379272",="1488697827617379272","【暖春价】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004060","颜色分类：粉红色 （四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443004060",="null","328.58","328.58","没有申请退款","无退款申请","2022-02-15 11:28:21","2022-02-15 11:28:26"
="2470753875141345511",="2470753875140345511","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","买家已付款，等待卖家发货","9343443005920",="null","159.20","159.20","没有申请退款","无退款申请","2022-02-15 11:19:11","2022-02-15 11:20:02"
="2470753875142345511",="2470753875140345511","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443000376",="null","255.25","255.25","退款成功","255.25","2022-02-15 11:19:11","2022-02-15 11:20:02"
="2468628504505529724",="2468628504505529724","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","178.68","178.68","没有申请退款","无退款申请","2022-02-15 10:57:41","2022-02-15 10:57:54"
="2468600208812057431",="2468600208812057431","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-15 10:47:19","2022-02-15 10:47:25"
="1488540289034149782",="1488540289033149782","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443100953","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","交易成功","9343443100953",="null","253.39","253.39","没有申请退款","无退款申请","2022-02-15 10:46:34","2022-02-15 10:46:37"
="1488540289035149782",="1488540289033149782","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","交易成功","9343443000321",="null","253.39","253.39","没有申请退款","无退款申请","2022-02-15 10:46:34","2022-02-15 10:46:37"
="2468596536480187441",="2468596536480187441","【暖春价】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000833","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443000833",="null","294.39","294.39","没有申请退款","无退款申请","2022-02-15 10:45:24","2022-02-15 10:45:28"
="2469644533990187337",="2469644533990187337","【暖春价】lovetodream婴儿睡袋一体式分腿宝宝睡袋防踢被连体睡袋哈衣爬服","329.00","1","9343443100663","颜色分类：兔子花色;长度：【尺码详询客服】XL码：11-14kg (约12-18个月)","null","null","卖家已发货，等待买家确认","9343443100663",="null","238.92","238.92","没有申请退款","无退款申请","2022-02-15 10:42:46","2022-02-15 10:42:52"
="1488631263733961478",="1488631263733961478","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-15 10:33:47","2022-02-15 10:33:51"
="1488570638332664171",="1488570638332664171","【暖春价】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000840","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443000840",="null","325.02","325.02","没有申请退款","无退款申请","2022-02-15 10:29:43","2022-02-15 10:29:50"
="1488519301197096968",="1488519301197096968","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000307","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","尽快发货～","卖家已发货，等待买家确认","9343443000307",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-15 10:25:01","2022-02-15 10:25:05"
="1487650584040303793",="1487650584040303793","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","179.00","179.00","没有申请退款","无退款申请","2022-02-15 10:05:47","2022-02-15 10:05:54"
="2469557053638709209",="2469557053637709209","【暖春价】Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005340","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","交易成功","9343443005340",="null","290.80","290.80","没有申请退款","无退款申请","2022-02-15 09:57:49","2022-02-15 09:57:54"
="2469557053639709209",="2469557053637709209","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443000376",="null","264.11","264.11","退款成功","264.11","2022-02-15 09:57:49","2022-02-15 09:57:54"
="2468473812862771727",="2468473812862771727","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-15 09:37:51","2022-02-15 09:37:57"
="2468460060677930924",="2468460060677930924","【暖春价】Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005333","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】S码：3.5-6kg（约1-3个月）","null","null","卖家已发货，等待买家确认","9343443005333",="null","236.52","236.52","没有申请退款","无退款申请","2022-02-15 09:27:39","2022-02-15 09:27:43"
="2469513241121797208",="2469513241121797208","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-15 09:26:33","2022-02-15 09:26:40"
="2470509687354523214",="2470509687354523214","【暖春价】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000833","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443000833",="null","336.00","336.00","没有申请退款","无退款申请","2022-02-15 09:18:34","2022-02-15 09:18:47"
="2468444760126778543",="2468444760126778543","【暖春价】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000857","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】XL码：11-14kg (约9-12个月)","null","null","卖家已发货，等待买家确认","9343443000857",="null","325.02","325.02","没有申请退款","无退款申请","2022-02-15 09:14:29","2022-02-15 09:14:35"
="2470467567893822827",="2470467567893822827","【暖春价】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004060","颜色分类：粉红色 （四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443004060",="null","355.02","355.02","没有申请退款","无退款申请","2022-02-15 08:43:18","2022-02-15 08:43:21"
="1487598276683953988",="1487598276683953988","【暖春价】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000840","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443000840",="null","333.01","333.01","没有申请退款","无退款申请","2022-02-15 08:40:41","2022-02-15 08:40:45"
="2469803042768481314",="2469803042768481314","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","163.24","163.24","没有申请退款","无退款申请","2022-02-15 08:39:02","2022-02-15 08:39:22"
="1488475562779850099",="1488475562779850099","【暖春价】lovetodream婴儿睡袋过渡期独立睡眠期四季通用款防踢被分腿睡袋","569.00","1","9343443005630","颜色分类：白色（四季通用款）1.0 TOG;长度：【建议大一码】Size 2码：24-36个月","null","null","卖家已发货，等待买家确认","9343443005630",="null","233.13","233.13","没有申请退款","无退款申请","2022-02-15 07:19:46","2022-02-15 07:19:52"
="2468332908671836750",="2468332908671836750","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-15 05:47:23","2022-02-15 05:47:32"
="2470396755513081260",="2470396755513081260","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-15 05:37:03","2022-02-15 05:37:07"
="2469733202010205948",="2469733202010205948","【暖春价】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000857","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】XL码：11-14kg (约9-12个月)","null","null","卖家已发货，等待买家确认","9343443000857",="null","285.02","285.02","没有申请退款","无退款申请","2022-02-15 04:44:38","2022-02-15 04:44:45"
="2470384695325204818",="2470384695325204818","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","115.79","115.79","没有申请退款","无退款申请","2022-02-15 03:19:13","2022-02-15 03:19:21"
="2470377927806651552",="2470377927806651552","【暖春价】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式","509.00","1","9343443004268","颜色分类：薄荷绿（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443004268",="null","330.83","330.83","没有申请退款","无退款申请","2022-02-15 02:44:37","2022-02-15 02:44:43"
="1488402769695972571",="1488402769695972571","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","117.55","117.55","没有申请退款","无退款申请","2022-02-15 01:36:08","2022-02-15 01:36:25"
="2469344113883205948",="2469344113883205948","【暖春价】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004275","颜色分类：薄荷绿（四季通用款）1.0TOG;长度：【尺码详询客服】XL码：11-14kg (约9-12个月)","null","null","交易关闭","9343443004275",="null","285.02","285.02","退款成功","285.02","2022-02-15 01:06:15","2022-02-15 01:06:21"
="2469673586719484341",="2469673586719484341","【暖春价】lovetodream新生婴儿宝宝襁褓期睡袋夏季薄款防惊跳投降式睡姿","399.00","1","9343443006958","颜色分类：粉色星空（春夏轻薄款）0.2TOG;长度：【尺码详询客服】S码：3.5-6kg (约1-3个月)","null","null","卖家已发货，等待买家确认","9343443006958",="null","259.83","259.83","没有申请退款","无退款申请","2022-02-15 00:33:30","2022-02-15 00:33:36"
="1488479955503497768",="1488479955503497768","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","178.70","178.70","没有申请退款","无退款申请","2022-02-15 00:04:17","2022-02-15 00:04:23"
="1488417494395030971",="1488417494395030971","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000338","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000338",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-14 23:56:12","2022-02-14 23:56:16"
="2469286514000937141",="2469286514000937141","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-14 23:52:18","2022-02-14 23:52:29"
="2469607526823556247",="2469607526823556247","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","286.36","286.36","没有申请退款","无退款申请","2022-02-14 23:27:32","2022-02-14 23:27:35"
="2469261817259560006",="2469261817259560006","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-14 23:24:00","2022-02-14 23:24:36"
="2469574046072715535",="2469574046072715535","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","179.00","179.00","没有申请退款","无退款申请","2022-02-14 22:55:46","2022-02-14 22:55:49"
="2470219635971848850",="2470219635971848850","lovetodream婴儿襁褓期睡袋防踢被防惊跳投降式睡姿四季通用","439.00","1","9343443008136","颜色分类：希望彩虹（四季通用款）;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443008136",="null","306.52","306.52","没有申请退款","无退款申请","2022-02-14 22:47:18","2022-02-14 22:47:31"
="2469203245613301115",="2469203245613301115","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004077","颜色分类：粉红色 （四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","交易成功","9343443004077",="null","305.02","305.02","没有申请退款","无退款申请","2022-02-14 22:37:03","2022-02-14 22:37:08"
="2470172835065099613",="2470172835065099613","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002059","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443002059",="null","159.00","159.00","没有申请退款","无退款申请","2022-02-14 22:11:48","2022-02-14 22:12:07"
="1488349670721861572",="1488349670721861572","lovetodream婴儿睡袋一体式分腿宝宝睡袋防踢被连体睡袋哈衣爬服","329.00","1","9343443100649","颜色分类：兔子花色;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","卖家已发货，等待买家确认","9343443100649",="null","250.26","250.26","没有申请退款","无退款申请","2022-02-14 22:03:21","2022-02-14 22:03:28"
="1488302581244644371",="1488302581244644371","Love to dream 婴儿睡袋春夏轻薄款独立睡眠期睡袋无袖防踢被","539.00","1","9343443006477","颜色分类：灰色波点 (春夏轻薄款) 0.2TOG;长度：【建议大一码】Size 1-3码：18-36个月","null","null","卖家已发货，等待买家确认","9343443006477",="null","232.80","232.80","没有申请退款","无退款申请","2022-02-14 22:00:23","2022-02-14 22:00:28"
="1488336422327805895",="1488336422327805895","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-14 21:43:49","2022-02-14 21:43:54"
="2468039868711943063",="2468039868711943063","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443004787","颜色分类：灰色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443004787",="null","133.63","123.61","没有申请退款","无退款申请","2022-02-14 21:30:43","2022-02-14 21:30:48"
="2468024100862320258",="2468024100862320258","lovetodream过渡期竹纤维四季通用款襁褓防惊跳投降式睡袋","509.00","1","9343443101721","颜色分类：灰色星月（竹纤维四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","口水巾（直播间）","交易成功","9343443101721",="null","316.00","316.00","没有申请退款","无退款申请","2022-02-14 21:21:41","2022-02-14 21:21:46"
="2469438326139049558",="2469438326139049558","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","178.01","178.01","没有申请退款","无退款申请","2022-02-14 21:20:46","2022-02-14 21:20:51"
="2469092113089021420",="2469092113089021420","lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102070","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","交易成功","9343443102070",="null","319.00","319.00","没有申请退款","无退款申请","2022-02-14 21:19:55","2022-02-14 21:20:02"
="1488318206027690980",="1488318206027690980","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004060","颜色分类：粉红色 （四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443004060",="null","335.02","335.02","没有申请退款","无退款申请","2022-02-14 21:17:47","2022-02-14 21:17:52"
="2469086569157889619",="2469086569157889619","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易成功","9343443000376",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-14 21:16:41","2022-02-14 21:16:48"
="2469419282035599350",="2469419282035599350","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443004787","颜色分类：灰色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443004787",="null","123.63","123.63","没有申请退款","无退款申请","2022-02-14 21:09:32","2022-02-14 21:09:37"
="2470068687222797817",="2470068687222797817","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","交易关闭","9343443000321",="null","287.00","287.00","退款成功","287.00","2022-02-14 21:06:29","2022-02-14 21:06:32"
="2470065087838021066",="2470065087838021066","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443100953","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","交易成功","9343443100953",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-14 21:05:40","2022-02-14 21:05:45"
="2467965096737791265",="2467965096737791265","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443100915","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443100915",="null","283.98","283.98","没有申请退款","无退款申请","2022-02-14 20:47:01","2022-02-14 20:52:58"
