Item ID,Qty,Rate,External ID,Date,Department,Location,Currency,Customer,Gross Amount,Price Level,VAT,PO,Payment Method,Memo,Account,Cus Checking,New Cus Checking
1904,1,263.92,JY142728444602,10/02/2022,22,76,CNY,3760095,298.23,Custom,,2460142728482580816,,2460142728482580816,2069,19,Tmall
51,1,246.36,JY143742244600,08/02/2022,22,76,CNY,3760095,278.39,Custom,,2456143742218968702,,2456143742218968702,2069,19,Tmall
2870,1,361.95,JY146230744598,06/02/2022,22,76,CNY,3760095,409.0,Custom,,1483146230773746097,,1483146230773746097,2069,19,Tmall
2007,1,206.02,JY146230744598,06/02/2022,22,76,CNY,3760095,232.8,Custom,,1483146230773746097,,1483146230773746097,2069,19,Tmall
58,1,210.96,JY146927844600,08/02/2022,22,76,CNY,3760095,238.39,Custom,,2458146927809072944,,2458146927809072944,2069,19,Tmall
105,1,280.12,JY148416944602,10/02/2022,22,76,CNY,3760095,316.54,Custom,,2460148416923116964,,2460148416923116964,2069,19,Tmall
1855,1,118.26,JY148939044602,10/02/2022,22,76,CNY,3760095,133.63,Custom,,2462148939039174724,,2462148939039174724,2069,19,Tmall
51,1,246.36,JY154418144598,06/02/2022,22,76,CNY,3760095,278.39,Custom,,2454154418166018656,,2454154418166018656,2069,19,Tmall
104,1,314.18,JY155021944600,08/02/2022,22,76,CNY,3760095,355.02,Custom,,1484155021918191594,,1484155021918191594,2069,19,Tmall
1366,1,316.33,JY158054344598,06/02/2022,22,76,CNY,3760095,357.45,Custom,,2454158054324929304,,2454158054324929304,2069,19,Tmall
91,1,122.5,JY159010544598,06/02/2022,22,76,CNY,3760095,138.43,Custom,,1483159010534900885,,1483159010534900885,2069,19,Tmall
55,1,250.78,JY163346544598,06/02/2022,22,76,CNY,3760095,283.38,Custom,,2454163346531880748,,2454163346531880748,2069,19,Tmall
60,1,253.63,JY166882644599,07/02/2022,22,76,CNY,3760095,286.6,Custom,,2455166882668126826,,2455166882668126826,2069,19,Tmall
55,1,246.36,JY169638244600,08/02/2022,22,76,CNY,3760095,278.39,Custom,,1484169638280971289,,1484169638280971289,2069,19,Tmall
2842,1,210.96,JY171043044600,08/02/2022,22,76,CNY,3760095,238.39,Custom,,1484171043041553791,,1484171043041553791,2069,19,Tmall
2842,1,246.36,JY172094044598,06/02/2022,22,76,CNY,3760095,278.39,Custom,,2454172094040930047,,2454172094040930047,2069,19,Tmall
60,1,246.36,JY173187444601,09/02/2022,22,76,CNY,3760095,278.39,Custom,,2460173187470744512,,2460173187470744512,2069,19,Tmall
1861,1,153.65,JY175902644600,08/02/2022,22,76,CNY,3760095,173.63,Custom,,1484175902649294685,,1484175902649294685,2069,19,Tmall
1243,1,127.11,JY176013544601,09/02/2022,22,76,CNY,3760095,143.63,Custom,,2458176013546363422,,2458176013546363422,2069,19,Tmall
2846,1,246.36,JY180843844598,06/02/2022,22,76,CNY,3760095,278.39,Custom,,2454180843877953859,,2454180843877953859,2069,19,Tmall
55,1,253.19,JY182129344598,06/02/2022,22,76,CNY,3760095,286.1,Custom,,2453182129361291500,,2453182129361291500,2069,19,Tmall
1956,1,279.65,JY182713244601,09/02/2022,22,76,CNY,3760095,316.0,Custom,,1485182713288489994,,1485182713288489994,2069,19,Tmall
