"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="2456371441764967649",="2456371441764967649","【春节不打烊】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000840","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443000840",="null","315.02","315.02","没有申请退款","无退款申请","2022-02-08 14:44:55","2022-02-08 14:45:03"
="1484407635283904297",="1484407635283904297","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443100953","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","交易成功","9343443100953",="null","246.17","246.17","没有申请退款","无退款申请","2022-02-08 14:41:04","2022-02-08 14:41:08"
="2455250976796284325",="2455250976796284325","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002257",="null","175.57","175.57","卖家已经同意退款，等待买家退货","0.00","2022-02-08 14:28:46","2022-02-08 14:28:50"
="1484396511595499887",="1484396511595499887","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000345","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000345",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-08 14:21:20","2022-02-08 14:21:29"
="1484256361506445981",="1484256361506445981","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000345","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000345",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-08 13:54:11","2022-02-08 13:54:17"
="1484379051365574891",="1484379051365574891","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-08 13:48:19","2022-02-08 13:48:23"
="1483385304574070178",="1483385304574070178","【春节不打烊】Love to dream 婴儿睡袋春夏轻薄款独立睡眠期睡袋无袖防踢被","539.00","1","9343443006460","颜色分类：灰色波点 (春夏轻薄款) 0.2TOG;长度：【建议大一码】Size 0-1码：6-18个月","null","null","卖家已发货，等待买家确认","9343443006460",="null","181.16","181.16","买家已经退货，等待卖家确认收货","0.00","2022-02-08 13:35:19","2022-02-08 13:35:24"
="2455142580864286353",="2455142580864286353","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易成功","9343443002257",="null","175.28","175.28","没有申请退款","无退款申请","2022-02-08 13:31:27","2022-02-08 13:31:34"
="2457204411298373922",="2457204411298373922","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","286.19","286.19","没有申请退款","无退款申请","2022-02-08 13:21:11","2022-02-08 13:21:16"
="2456580314375678325",="2456580314375678325","【春节不打烊】lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102063","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】S码：3.5-6kg（约1-3个月）","null","null","卖家已发货，等待买家确认","9343443102063",="null","316.24","316.24","没有申请退款","无退款申请","2022-02-08 13:18:53","2022-02-08 13:18:58"
="2455056540713522009",="2455056540713522009","【春节不打烊】lovetodream婴儿宝宝过渡期睡袋春夏轻薄款襁褓防惊跳投降式睡姿","509.00","1","9343443006804","颜色分类：白色（春夏轻薄款）0.2TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443006804",="null","366.00","366.00","卖家已经同意退款，等待买家退货","0.00","2022-02-08 12:45:21","2022-02-08 12:45:26"
="2456080741714441010",="2456080741713441010","【春节不打烊】lovetodream婴儿睡袋一体式分腿宝宝睡袋防踢被连体睡袋哈衣爬服","329.00","1","9343443100625","颜色分类：兔子花色;长度：【尺码详询客服】新生儿：2.2-3.8kg（约1-4周）","null","null","卖家已发货，等待买家确认","9343443100625",="null","256.87","256.87","没有申请退款","无退款申请","2022-02-08 12:13:02","2022-02-08 12:15:26"
="2456080741715441010",="2456080741713441010","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000338","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000338",="null","285.73","285.73","没有申请退款","无退款申请","2022-02-08 12:13:02","2022-02-08 12:15:26"
="2456080741716441010",="2456080741713441010","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000307","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000307",="null","285.73","285.73","没有申请退款","无退款申请","2022-02-08 12:13:02","2022-02-08 12:15:26"
="1484184577891715089",="1484184577891715089","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002257",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-08 11:57:18","2022-02-08 11:57:24"
="2454937452538151811",="2454937452538151811","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-08 11:50:44","2022-02-08 11:50:54"
="2456378174954444628",="2456378174954444628","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-08 11:43:47","2022-02-08 11:43:53"
="2456370578285063848",="2456370578285063848","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-08 11:39:39","2022-02-08 11:39:43"
="2456974479579474545",="2456974479579474545","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-08 11:34:22","2022-02-08 11:34:28"
="2454883092312154337",="2454883092312154337","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-08 11:29:17","2022-02-08 11:29:30"
="1483300704427277098",="1483300704427277098","【春节不打烊】Love to dream 婴幼儿过渡期分腿睡袋秋冬保暖款防惊跳投降式睡袋","539.00","1","9343443005555","颜色分类：白色 (秋冬保暖款) 2.5TOG;长度：【建议大一码】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443005555",="null","232.80","232.80","没有申请退款","无退款申请","2022-02-08 11:24:50","2022-02-08 11:24:55"
="1484155021918191594",="1484155021918191594","【春节不打烊】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000833","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","交易成功","9343443000833",="null","355.02","355.02","没有申请退款","无退款申请","2022-02-08 11:19:38","2022-02-08 11:19:42"
="2455930765827845356",="2455930765827845356","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443005951",="null","179.00","179.00","退款成功","179.00","2022-02-08 11:13:49","2022-02-08 11:13:54"
="2456881527469895312",="2456881527469895312","【春节不打烊】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004275","颜色分类：薄荷绿（四季通用款）1.0TOG;长度：【尺码详询客服】XL码：11-14kg (约9-12个月)","null","null","卖家已发货，等待买家确认","9343443004275",="null","365.37","365.37","没有申请退款","无退款申请","2022-02-08 11:04:00","2022-02-08 11:04:05"
="1484175902649294685",="1484175902649294685","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-08 10:59:31","2022-02-08 10:59:39"
="2456245694558273230",="2456245694558273230","【春节不打烊】lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102063","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】S码：3.5-6kg（约1-3个月）","null","null","卖家已发货，等待买家确认","9343443102063",="null","276.02","276.02","买家已经退货，等待卖家确认收货","0.00","2022-02-08 10:55:03","2022-02-08 11:04:27"
="2456240042592587972",="2456240042592587972","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000338","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000338",="null","248.39","229.77","卖家已经同意退款，等待买家退货","0.00","2022-02-08 10:53:12","2022-02-08 10:53:30"
="1484169638280971289",="1484169638280971289","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-08 10:50:59","2022-02-08 10:51:03"
="2456841027358684371",="2456841027358684371","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443004787","颜色分类：灰色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443004787",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-08 10:46:15","2022-02-08 10:46:19"
="2456216606115393246",="2456216606115393246","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-08 10:43:16","2022-02-08 10:43:26"
="2455828813501323128",="2455828813501323128","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-08 10:34:53","2022-02-08 10:34:58"
="2456143742218968702",="2456143742218968702","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000345","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000345",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-08 10:07:32","2022-02-08 10:07:38"
="2456730111515906058",="2456730111515906058","【春节不打烊】Love to dream 婴幼儿过渡期睡袋 秋冬季保暖款防惊跳投降式睡袋","539.00","1","9343443004756","颜色分类：薄荷绿 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】XL：11-14kg (约9-12个月)","null","null","卖家已发货，等待买家确认","9343443004756",="null","221.16","221.16","买家已经退货，等待卖家确认收货","0.00","2022-02-08 09:47:04","2022-02-08 09:47:12"
="2456719779363347820",="2456719779363347820","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005340","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","交易成功","9343443005340",="null","306.52","306.52","没有申请退款","无退款申请","2022-02-08 09:39:08","2022-02-08 09:39:12"
="2456711679172912173",="2456711679172912173","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000338","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000338",="null","238.39","220.52","卖家已经同意退款，等待买家退货","0.00","2022-02-08 09:32:43","2022-02-08 09:32:59"
="2454611400874958443",="2454611400874958443","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443005951",="null","173.63","173.63","退款成功","173.63","2022-02-08 09:23:38","2022-02-08 09:23:43"
="2456072174008159553",="2456072174008159553","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002257",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-08 09:20:19","2022-02-08 09:20:23"
="1484069989584739595",="1484069989584739595","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005340","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","卖家已发货，等待买家确认","9343443005340",="null","275.97","275.97","没有申请退款","无退款申请","2022-02-08 08:55:49","2022-02-08 08:55:54"
="2455665445002591417",="2455665445002591417","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002059","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443002059",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-08 08:43:59","2022-02-08 08:44:03"
="2454549804041338536",="2454549804041338536","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000345","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000345",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-08 08:21:53","2022-02-08 08:21:59"
="2454512796744554671",="2454512796744554671","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443100953","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","交易关闭","9343443100953",="null","238.39","238.39","退款成功","238.39","2022-02-08 07:22:32","2022-02-08 07:22:42"
="1484171043041553791",="1484171043041553791","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443100915","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443100915",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-08 06:15:57","2022-02-08 06:16:04"
="2454498324347963150",="2454498324347963150","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443002042",="null","133.63","133.63","退款成功","133.63","2022-02-08 05:37:56","2022-02-08 05:38:01"
="2456565231748330070",="2456565231748330070","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","交易成功","9343443000321",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-08 03:04:40","2022-02-08 03:04:46"
="2455575841194330070",="2455575841194330070","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443000376",="null","278.39","278.39","退款成功","278.39","2022-02-08 02:50:04","2022-02-08 02:50:09"
="2455936958396801439",="2455936958396801439","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002257",="null","133.63","123.61","没有申请退款","无退款申请","2022-02-08 02:31:35","2022-02-08 02:31:57"
="2455915430957434326",="2455915430957434326","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443000376",="null","278.39","278.39","退款成功","278.39","2022-02-08 01:19:32","2022-02-08 01:19:46"
="1484067470817122086",="1484067470817122086","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443004787","颜色分类：灰色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443004787",="null","178.75","178.75","卖家已经同意退款，等待买家退货","0.00","2022-02-08 00:52:55","2022-02-08 00:53:01"
="2456503131603475028",="2456503131603475028","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","顺丰，须送货上门谢谢！","卖家已发货，等待买家确认","9343443005951",="null","133.63","123.61","没有申请退款","无退款申请","2022-02-08 00:09:22","2022-02-08 00:09:41"
="2455856606816761059",="2455856606816761059","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443002042",="null","179.00","179.00","退款成功","179.00","2022-02-07 23:45:45","2022-02-07 23:46:07"
="1484051018728857887",="1484051018728857887","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","283.12","283.12","没有申请退款","无退款申请","2022-02-07 23:40:24","2022-02-07 23:40:47"
="1484047058349264693",="1484047058349264693","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000345","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000345",="null","286.62","286.62","没有申请退款","无退款申请","2022-02-07 23:27:28","2022-02-07 23:27:33"
="2456453739818308720",="2456453739818308720","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-07 23:18:10","2022-02-07 23:18:18"
="1484123019701450895",="1484123019701450895","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000345","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000345",="null","238.39","206.94","没有申请退款","无退款申请","2022-02-07 23:09:35","2022-02-07 23:09:40"
="2455816394186930235",="2455816394186930235","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-07 23:04:38","2022-02-07 23:04:58"
="1483137768486830075",="1483137768486830075","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","173.63","173.63","卖家已经同意退款，等待买家退货","0.00","2022-02-07 23:02:52","2022-02-07 23:03:04"
="2455440373459325620",="2455440373459325620","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443004787","颜色分类：灰色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443004787",="null","133.63","123.61","没有申请退款","无退款申请","2022-02-07 22:59:09","2022-02-07 22:59:22"
="1484029130402014494",="1484029130402014494","【春节不打烊】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000840","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","直播间赠送口水巾","卖家已发货，等待买家确认","9343443000840",="null","305.62","305.62","没有申请退款","无退款申请","2022-02-07 22:43:13","2022-02-07 22:43:20"
="1483128444743880489",="1483128444743880489","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000369","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000369",="null","258.39","258.39","没有申请退款","无退款申请","2022-02-07 22:40:37","2022-02-07 22:40:44"
="2454319548593974807",="2454319548593974807","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000345","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000345",="null","286.08","286.08","没有申请退款","无退款申请","2022-02-07 22:36:41","2022-02-07 22:36:44"
="1483981717445285283",="1483981717445285283","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002257",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-07 22:34:03","2022-02-07 22:34:16"
="1483109796458021193",="1483109796458021193","【春节不打烊】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000833","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443000833",="null","366.00","366.00","没有申请退款","无退款申请","2022-02-07 21:57:28","2022-02-07 21:57:31"
="2456329683105414462",="2456329683105414462","【春节不打烊】lovetodream婴儿睡袋襁褓分腿睡袋四季通用款防惊跳投降式睡袋","499.00","1","9343443005470","颜色分类：灰色（四季通用款） 1.0TOG;长度：【建议大一码】L码：8.5-11kg (约6-9个月)","null","口水巾","卖家已发货，等待买家确认","9343443005470",="null","298.23","298.23","没有申请退款","无退款申请","2022-02-07 21:43:29","2022-02-07 21:43:34"
="1484085147661891281",="1484085147661891281","【春节不打烊】Love to dream新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式","399.00","1","9343443001595","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】新生儿：2.2-3.8kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443001595",="null","282.41","282.41","没有申请退款","无退款申请","2022-02-07 21:40:57","2022-02-07 21:41:09"
="2455680782902180727",="2455680782902180727","【春节不打烊】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易成功","9343443005951",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-07 21:28:41","2022-02-07 21:28:49"
